20001
(
(0.000 ((0 0 0) (-0.00000 0 -20.00000)))
(0.001 ((0 0 0) (0.75396 0 -19.99803)))
(0.002 ((0 0 0) (1.50781 0 -19.99210)))
(0.003 ((0 0 0) (2.26141 0 -19.98224)))
(0.004 ((0 0 0) (3.01466 0 -19.96842)))
(0.005 ((0 0 0) (3.76743 0 -19.95067)))
(0.006 ((0 0 0) (4.51961 0 -19.92897)))
(0.007 ((0 0 0) (5.27107 0 -19.90334)))
(0.008 ((0 0 0) (6.02170 0 -19.87378)))
(0.009 ((0 0 0) (6.77138 0 -19.84028)))
(0.010 ((0 0 0) (7.51999 0 -19.80287)))
(0.011 ((0 0 0) (8.26742 0 -19.76154)))
(0.012 ((0 0 0) (9.01354 0 -19.71629)))
(0.013 ((0 0 0) (9.75823 0 -19.66715)))
(0.014 ((0 0 0) (10.50138 0 -19.61411)))
(0.015 ((0 0 0) (11.24288 0 -19.55718)))
(0.016 ((0 0 0) (11.98260 0 -19.49638)))
(0.017 ((0 0 0) (12.72043 0 -19.43170)))
(0.018 ((0 0 0) (13.45625 0 -19.36317)))
(0.019 ((0 0 0) (14.18994 0 -19.29079)))
(0.020 ((0 0 0) (14.92139 0 -19.21458)))
(0.021 ((0 0 0) (15.65049 0 -19.13454)))
(0.022 ((0 0 0) (16.37712 0 -19.05069)))
(0.023 ((0 0 0) (17.10116 0 -18.96304)))
(0.024 ((0 0 0) (17.82249 0 -18.87161)))
(0.025 ((0 0 0) (18.54102 0 -18.77641)))
(0.026 ((0 0 0) (19.25662 0 -18.67746)))
(0.027 ((0 0 0) (19.96917 0 -18.57476)))
(0.028 ((0 0 0) (20.67858 0 -18.46835)))
(0.029 ((0 0 0) (21.38471 0 -18.35822)))
(0.030 ((0 0 0) (22.08747 0 -18.24441)))
(0.031 ((0 0 0) (22.78675 0 -18.12693)))
(0.032 ((0 0 0) (23.48242 0 -18.00580)))
(0.033 ((0 0 0) (24.17439 0 -17.88103)))
(0.034 ((0 0 0) (24.86253 0 -17.75265)))
(0.035 ((0 0 0) (25.54676 0 -17.62068)))
(0.036 ((0 0 0) (26.22695 0 -17.48513)))
(0.037 ((0 0 0) (26.90299 0 -17.34604)))
(0.038 ((0 0 0) (27.57479 0 -17.20341)))
(0.039 ((0 0 0) (28.24224 0 -17.05728)))
(0.040 ((0 0 0) (28.90522 0 -16.90767)))
(0.041 ((0 0 0) (29.56364 0 -16.75459)))
(0.042 ((0 0 0) (30.21739 0 -16.59809)))
(0.043 ((0 0 0) (30.86637 0 -16.43817)))
(0.044 ((0 0 0) (31.51048 0 -16.27486)))
(0.045 ((0 0 0) (32.14961 0 -16.10820)))
(0.046 ((0 0 0) (32.78366 0 -15.93820)))
(0.047 ((0 0 0) (33.41254 0 -15.76490)))
(0.048 ((0 0 0) (34.03614 0 -15.58831)))
(0.049 ((0 0 0) (34.65436 0 -15.40848)))
(0.050 ((0 0 0) (35.26712 0 -15.22542)))
(0.051 ((0 0 0) (35.87430 0 -15.03917)))
(0.052 ((0 0 0) (36.47582 0 -14.84976)))
(0.053 ((0 0 0) (37.07158 0 -14.65721)))
(0.054 ((0 0 0) (37.66148 0 -14.46156)))
(0.055 ((0 0 0) (38.24544 0 -14.26283)))
(0.056 ((0 0 0) (38.82336 0 -14.06106)))
(0.057 ((0 0 0) (39.39515 0 -13.85628)))
(0.058 ((0 0 0) (39.96071 0 -13.64853)))
(0.059 ((0 0 0) (40.51997 0 -13.43783)))
(0.060 ((0 0 0) (41.07283 0 -13.22422)))
(0.061 ((0 0 0) (41.61920 0 -13.00773)))
(0.062 ((0 0 0) (42.15900 0 -12.78839)))
(0.063 ((0 0 0) (42.69214 0 -12.56625)))
(0.064 ((0 0 0) (43.21854 0 -12.34133)))
(0.065 ((0 0 0) (43.73812 0 -12.11368)))
(0.066 ((0 0 0) (44.25079 0 -11.88332)))
(0.067 ((0 0 0) (44.75647 0 -11.65030)))
(0.068 ((0 0 0) (45.25508 0 -11.41464)))
(0.069 ((0 0 0) (45.74655 0 -11.17640)))
(0.070 ((0 0 0) (46.23079 0 -10.93560)))
(0.071 ((0 0 0) (46.70774 0 -10.69228)))
(0.072 ((0 0 0) (47.17731 0 -10.44649)))
(0.073 ((0 0 0) (47.63942 0 -10.19826)))
(0.074 ((0 0 0) (48.09402 0 -9.94762)))
(0.075 ((0 0 0) (48.54102 0 -9.69463)))
(0.076 ((0 0 0) (48.98036 0 -9.43932)))
(0.077 ((0 0 0) (49.41196 0 -9.18172)))
(0.078 ((0 0 0) (49.83575 0 -8.92189)))
(0.079 ((0 0 0) (50.25168 0 -8.65986)))
(0.080 ((0 0 0) (50.65968 0 -8.39567)))
(0.081 ((0 0 0) (51.05967 0 -8.12937)))
(0.082 ((0 0 0) (51.45160 0 -7.86099)))
(0.083 ((0 0 0) (51.83541 0 -7.59058)))
(0.084 ((0 0 0) (52.21103 0 -7.31818)))
(0.085 ((0 0 0) (52.57840 0 -7.04384)))
(0.086 ((0 0 0) (52.93747 0 -6.76760)))
(0.087 ((0 0 0) (53.28819 0 -6.48950)))
(0.088 ((0 0 0) (53.63049 0 -6.20958)))
(0.089 ((0 0 0) (53.96432 0 -5.92789)))
(0.090 ((0 0 0) (54.28962 0 -5.64448)))
(0.091 ((0 0 0) (54.60636 0 -5.35939)))
(0.092 ((0 0 0) (54.91447 0 -5.07266)))
(0.093 ((0 0 0) (55.21391 0 -4.78434)))
(0.094 ((0 0 0) (55.50463 0 -4.49448)))
(0.095 ((0 0 0) (55.78659 0 -4.20311)))
(0.096 ((0 0 0) (56.05974 0 -3.91030)))
(0.097 ((0 0 0) (56.32403 0 -3.61607)))
(0.098 ((0 0 0) (56.57943 0 -3.32049)))
(0.099 ((0 0 0) (56.82590 0 -3.02359)))
(0.100 ((0 0 0) (57.06339 0 -2.72542)))
(0.101 ((0 0 0) (57.29187 0 -2.42604)))
